Run accession,Label,Year,Group,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4034117,other,2017,491,27.0,32.0,20.0
ERR4034120,other,2017,10256,25.0,33.0,23.0
ERR4034123,other,2017,405,10.0,6.0,18.0
ERR4034293,other,2017,69,30.0,34.0,22.0
ERR4034296,other,2017,641,15.0,25.0,18.0
ERR4034297,other,2017,538,27.0,33.0,20.0
ERR4034498,other,2017,14,29.0,35.0,25.0
ERR4034320,other,2017,91,25.0,30.0,23.0
ERR4034526,other,2017,362,26.0,32.0,25.0
ERR4034555,other,2017,59,24.0,35.0,24.0
ERR4034583,other,2017,2619,28.0,36.0,30.0
ERR4034611,131-C,2017,131-C1,26.0,6.0,24.0
ERR4034640,other,2017,73,27.0,34.0,24.0
ERR4034353,other,2017,69,27.0,31.0,25.0
ERR4034692,other,2017,95,30.0,40.0,24.0
ERR4034790,other,2017,10,25.0,37.0,20.0
ERR4034822,other,2017,73,30.0,39.0,25.0
ERR4034854,other,2017,69,27.0,39.0,25.0
ERR4034911,other,2017,12,29.0,41.0,25.0
ERR4034939,other,2017,10268,30.0,34.0,25.0
ERR4034961,other,2017,131-B,25.0,36.0,20.0
ERR4034965,other,2017,10212,26.0,31.0,20.0
ERR4034976,other,2017,12,24.0,32.0,19.0
ERR4034980,131-C,2017,131-C1,16.0,6.0,20.0
ERR4034983,other,2017,5644,27.0,38.0,25.0
ERR4034993,other,2017,-1218,28.0,36.0,21.0
ERR4034997,other,2017,127,27.0,35.0,20.0
ERR4035008,other,2017,1057,22.0,33.0,19.0
ERR4035012,other,2017,131-B,21.0,35.0,22.0
ERR4035015,other,2017,73,29.0,37.0,24.0
ERR4035021,other,2017,1193,29.0,6.0,20.0
ERR4035040,other,2017,95,25.0,32.0,19.0
ERR4035043,other,2017,448,11.0,6.0,30.0
ERR4035044,other,2017,69,27.0,32.0,8.0
ERR4034724,other,2017,421,28.0,40.0,25.0
ERR4034757,other,2017,69,28.0,35.0,24.0
ERR4035167,other,2017,10218,25.0,28.0,17.0
ERR4035170,other,2017,95,25.0,27.0,17.0
ERR4035171,other,2017,12,26.0,31.0,19.0
ERR4035174,other,2017,348,25.0,32.0,21.0
ERR4035175,other,2017,69,27.0,24.0,20.0
ERR4035178,other,2017,73,26.0,31.0,6.0
ERR4035179,other,2017,69,28.0,35.0,19.0
ERR4035181,other,2017,101,25.0,31.0,17.0
ERR4035188,other,2017,144,25.0,31.0,23.0
ERR4035192,131-C,2017,131-C2,28.0,6.0,23.0
ERR4035079,other,2017,95,26.0,30.0,19.0
ERR4035196,other,2017,95,25.0,23.0,23.0
ERR4035200,other,2017,117,25.0,33.0,19.0
ERR4035203,other,2017,88,26.0,33.0,20.0
ERR4035204,other,2017,10258,26.0,29.0,20.0
ERR4035207,other,2017,69,25.0,25.0,22.0
ERR4035208,other,2017,95,25.0,32.0,22.0
ERR4035209,other,2017,357,25.0,29.0,21.0
ERR4035210,131-C,2017,10405-C1,27.0,8.0,19.0
ERR4035212,131-C,2017,131-C1,16.0,6.0,18.0
ERR4035221,other,2017,73,25.0,35.0,24.0
ERR4035225,other,2017,394,25.0,26.0,23.0
ERR4035229,other,2017,69,24.0,33.0,22.0
ERR4035233,other,2017,90,15.0,6.0,18.0
ERR4035083,other,2017,1057,27.0,31.0,18.0
ERR4035236,other,2017,73,26.0,32.0,21.0
ERR4035237,other,2017,537,28.0,31.0,18.0
ERR4035239,other,2017,58,25.0,30.0,21.0
ERR4035240,other,2017,10,28.0,34.0,24.0
ERR4035241,other,2017,38,26.0,25.0,19.0
ERR4035242,other,2017,69,26.0,30.0,19.0
ERR4035244,131-C,2017,131-C1,14.0,6.0,6.0
ERR4035253,other,2017,131-A,16.0,23.0,6.0
ERR4035257,other,2017,73,25.0,33.0,23.0
ERR4035261,other,2017,131-B,26.0,33.0,23.0
ERR4035267,other,2017,10217,24.0,29.0,22.0
ERR4035268,other,2017,38,12.0,33.0,19.0
ERR4035269,other,2017,73,27.0,29.0,19.0
ERR4035272,other,2017,141,25.0,28.0,18.0
ERR4035273,other,2017,450,25.0,6.0,6.0
ERR4035274,131-C,2017,131-C1,27.0,6.0,18.0
ERR4035087,other,2017,95,27.0,29.0,18.0
ERR4035276,other,2017,2712,33.0,38.0,27.0
ERR4035285,other,2017,685,26.0,33.0,23.0
ERR4035088,other,2017,73,28.0,29.0,19.0
ERR4035289,other,2017,69,26.0,30.0,22.0
ERR4035293,other,2017,10214,23.0,32.0,22.0
ERR4035294,other,2017,69,27.0,33.0,19.0
ERR4035298,other,2017,58,26.0,28.0,20.0
ERR4035300,other,2017,95,29.0,32.0,22.0
ERR4035301,other,2017,10,27.0,32.0,21.0
ERR4035302,other,2017,69,27.0,31.0,18.0
ERR4035305,other,2017,73,24.0,30.0,19.0
ERR4035307,other,2017,38,28.0,36.0,21.0
ERR4035309,other,2017,127,26.0,31.0,19.0
ERR4035314,other,2017,398,16.0,26.0,22.0
ERR4035091,other,2017,95,26.0,29.0,20.0
ERR4035318,other,2017,350,30.0,35.0,24.0
ERR4035322,other,2017,69,25.0,33.0,23.0
ERR4035092,other,2017,1193,24.0,8.0,6.0
ERR4035326,other,2017,681,26.0,31.0,19.0
ERR4035330,other,2017,14,28.0,32.0,19.0
ERR4035333,other,2017,131-A,26.0,25.0,20.0
ERR4035334,other,2017,372,25.0,32.0,18.0
ERR4035093,other,2017,998,26.0,38.0,19.0
ERR4035337,other,2017,357,25.0,34.0,19.0
ERR4035339,other,2017,162,30.0,6.0,23.0
ERR4035346,other,2017,117,26.0,23.0,22.0
ERR4035350,other,2017,73,26.0,35.0,23.0
ERR4035354,other,2017,1193,26.0,6.0,6.0
ERR4035358,other,2017,73,27.0,31.0,19.0
ERR4035362,other,2017,95,26.0,31.0,21.0
ERR4035365,131-C,2017,131-C1,28.0,6.0,22.0
ERR4035366,other,2017,10221,25.0,30.0,17.0
ERR4035367,other,2017,648,29.0,32.0,21.0
ERR4035369,other,2017,73,27.0,32.0,18.0
ERR4035378,other,2017,141,28.0,37.0,23.0
ERR4035381,other,2017,3765,28.0,28.0,24.0
ERR4035382,other,2017,12,26.0,38.0,22.0
ERR4035098,other,2017,95,25.0,37.0,20.0
ERR4035387,other,2017,38,24.0,26.0,18.0
ERR4035391,other,2017,127,26.0,32.0,19.0
ERR4035394,other,2017,538,26.0,25.0,20.0
ERR4035395,other,2017,12,27.0,29.0,19.0
ERR4035399,other,2017,10253,24.0,29.0,18.0
ERR4035403,other,2017,1193,27.0,6.0,19.0
ERR4035406,other,2017,12,26.0,30.0,24.0
ERR4035407,other,2017,69,28.0,10.0,18.0
ERR4035422,other,2017,95,25.0,37.0,23.0
ERR4035102,other,2017,127,28.0,38.0,23.0
ERR4035426,other,2017,491,26.0,29.0,19.0
ERR4035430,other,2017,1567,24.0,32.0,20.0
ERR4035434,other,2017,73,27.0,30.0,18.0
ERR4035435,other,2017,73,25.0,35.0,17.0
ERR4035439,other,2017,95,27.0,32.0,20.0
ERR4035106,other,2017,14,28.0,33.0,23.0
ERR4035110,other,2017,1170,25.0,33.0,17.0
ERR4035114,other,2017,69,27.0,31.0,20.0
ERR4035071,131-C,2017,131-C2,10.0,6.0,22.0
ERR4035116,other,2017,1982-A,25.0,25.0,6.0
ERR4035117,other,2017,9962,25.0,27.0,17.0
ERR4035119,other,2017,73,26.0,32.0,18.0
ERR4035120,other,2017,12,20.0,32.0,21.0
ERR4035122,other,2017,38,27.0,23.0,19.0
ERR4035123,131-C,2017,131-C2,13.0,6.0,7.0
ERR4035124,other,2017,69,27.0,34.0,25.0
ERR4035127,other,2017,95,26.0,37.0,23.0
ERR4035131,other,2017,14,29.0,33.0,23.0
ERR4035135,other,2017,10252,26.0,33.0,18.0
ERR4035139,131-C,2017,131-C1,27.0,6.0,6.0
ERR4035143,other,2017,95,29.0,20.0,20.0
ERR4035146,other,2017,1727,25.0,30.0,19.0
ERR4035148,other,2017,372,27.0,33.0,19.0
ERR4035149,other,2017,73,25.0,30.0,22.0
ERR4035150,other,2017,348,25.0,32.0,21.0
ERR4035154,other,2017,10281,27.0,34.0,18.0
ERR4035155,131-C,2017,131-C1,28.0,6.0,23.0
ERR4035075,other,2017,10215,26.0,31.0,22.0
ERR4035159,other,2017,73,23.0,33.0,23.0
ERR4035163,other,2017,12,27.0,36.0,24.0
ERR4035545,other,2017,73,24.0,27.0,20.0
ERR4035549,other,2017,131-B,27.0,32.0,19.0
ERR4035456,other,2017,349,25.0,30.0,19.0
ERR4035564,other,2017,6767,38.0,34.0,24.0
ERR4035568,other,2017,744,26.0,10.0,25.0
ERR4035570,other,2017,73,25.0,30.0,19.0
ERR4035573,other,2017,69,27.0,31.0,24.0
ERR4035574,other,2017,62,14.0,31.0,19.0
ERR4035578,other,2017,69,24.0,34.0,20.0
ERR4035597,other,2017,569,25.0,27.0,24.0
ERR4035601,other,2017,73,30.0,41.0,25.0
ERR4035602,other,2017,1159,24.0,29.0,21.0
ERR4035605,other,2017,69,28.0,31.0,23.0
ERR4035606,other,2017,10240,26.0,32.0,20.0
ERR4035610,other,2017,127,28.0,30.0,23.0
ERR4035629,other,2017,1159,26.0,35.0,23.0
ERR4035630,other,2017,424,29.0,34.0,18.0
ERR4035633,other,2017,14,14.0,24.0,24.0
ERR4035634,other,2017,73,26.0,30.0,19.0
ERR4035637,other,2017,141,27.0,33.0,24.0
ERR4035638,other,2017,117,23.0,21.0,18.0
ERR4035642,other,2017,73,24.0,27.0,18.0
ERR4035447,other,2017,73,22.0,25.0,18.0
ERR4035658,other,2017,73,25.0,31.0,22.0
ERR4035662,other,2017,1193,28.0,6.0,24.0
ERR4035663,other,2017,59,26.0,29.0,21.0
ERR4035467,other,2017,357,19.0,20.0,22.0
ERR4035666,other,2017,73,25.0,30.0,24.0
ERR4035667,other,2017,117,22.0,27.0,17.0
ERR4035671,other,2017,357,24.0,28.0,19.0
ERR4035675,other,2017,372,24.0,30.0,19.0
ERR4035690,other,2017,73,25.0,29.0,23.0
ERR4035694,other,2017,73,25.0,36.0,22.0
ERR4035695,other,2017,91,27.0,31.0,19.0
ERR4035698,other,2017,624,25.0,6.0,25.0
ERR4035699,131-C,2017,131-C2,25.0,6.0,19.0
ERR4035703,other,2017,73,25.0,34.0,18.0
ERR4035471,131-C,2017,131-C2,10.0,6.0,10.0
ERR4035722,other,2017,69,26.0,27.0,24.0
ERR4035726,other,2017,538,27.0,30.0,24.0
ERR4035727,other,2017,357,27.0,31.0,20.0
ERR4035730,other,2017,73,25.0,31.0,22.0
ERR4035731,other,2017,58,25.0,32.0,20.0
ERR4035735,131-C,2017,131-C2,25.0,6.0,19.0
ERR4035475,other,2017,69,27.0,24.0,24.0
ERR4035476,other,2017,919,24.0,33.0,19.0
ERR4035755,other,2017,12,25.0,34.0,22.0
ERR4035759,other,2017,95,28.0,35.0,24.0
ERR4035760,other,2017,144,26.0,27.0,19.0
ERR4035763,other,2017,569,26.0,31.0,25.0
ERR4035764,other,2017,69,24.0,27.0,18.0
ERR4035768,other,2017,394,25.0,28.0,18.0
ERR4035790,other,2017,58,23.0,28.0,22.0
ERR4035794,other,2017,59,24.0,26.0,22.0
ERR4035480,other,2017,131-A,25.0,30.0,6.0
ERR4035798,other,2017,14,28.0,32.0,25.0
ERR4035803,other,2017,1193,25.0,6.0,18.0
ERR4035807,other,2017,131-A,27.0,18.0,19.0
ERR4035818,other,2017,73,25.0,32.0,22.0
ERR4035822,other,2017,69,25.0,24.0,24.0
ERR4035826,other,2017,714,28.0,35.0,27.0
ERR4035484,other,2017,104,26.0,30.0,21.0
ERR4035499,other,2017,73,25.0,34.0,23.0
ERR4035503,other,2017,12,30.0,25.0,27.0
ERR4035451,other,2017,73,25.0,27.0,19.0
ERR4035507,other,2017,73,25.0,34.0,23.0
ERR4035508,other,2017,10236,24.0,28.0,19.0
ERR4035512,other,2017,131-B,24.0,32.0,19.0
ERR4035516,other,2017,69,27.0,27.0,7.0
ERR4035531,other,2017,73,27.0,30.0,24.0
ERR4035535,other,2017,405,25.0,6.0,25.0
ERR4035539,other,2017,127,28.0,37.0,24.0
ERR4035540,131-C,2017,131-C1,18.0,6.0,6.0
ERR4036082,other,2017,69,27.0,30.0,23.0
ERR4036086,other,2017,127,28.0,35.0,22.0
ERR4036090,other,2017,69,25.0,35.0,23.0
ERR4036114,other,2017,131-A,24.0,25.0,23.0
ERR4036118,other,2017,162,27.0,30.0,25.0
ERR4036122,other,2017,83,24.0,34.0,22.0
ERR4036147,other,2017,69,27.0,30.0,23.0
ERR4036151,other,2017,95,25.0,33.0,22.0
ERR4036155,other,2017,10,28.0,36.0,23.0
ERR4036179,other,2017,73,26.0,30.0,22.0
ERR4036183,other,2017,104,27.0,33.0,23.0
ERR4036211,other,2017,144,28.0,34.0,25.0
ERR4036326,other,2017,453,26.0,30.0,23.0
ERR4036331,other,2017,372,34.0,40.0,18.0
ERR4036337,other,2017,3520,26.0,20.0,24.0
ERR4036339,other,2017,95,26.0,32.0,24.0
ERR4036341,131-C,2017,131-C1,27.0,7.0,22.0
ERR4036345,other,2017,69,27.0,33.0,22.0
ERR4036354,other,2017,2211,26.0,28.0,23.0
ERR4036363,other,2017,2211,30.0,29.0,26.0
ERR4036369,other,2017,550,26.0,30.0,24.0
ERR4036373,other,2017,14,27.0,31.0,22.0
ERR4036377,other,2017,38,19.0,33.0,23.0
ERR4036399,other,2017,93,27.0,32.0,24.0
ERR4036401,other,2017,73,26.0,37.0,22.0
ERR4036409,other,2017,73,24.0,34.0,21.0
ERR4036428,131-C,2017,131-C2,16.0,6.0,6.0
ERR4036430,other,2017,95,23.0,33.0,23.0
ERR4036432,other,2017,95,24.0,26.0,22.0
ERR4036434,other,2017,641,25.0,33.0,24.0
ERR4036438,other,2017,83,28.0,38.0,22.0
ERR4036237,other,2017,1193,24.0,6.0,6.0
ERR4036455,other,2017,648,24.0,27.0,22.0
ERR4036464,other,2017,3699,28.0,30.0,23.0
ERR4036468,other,2017,136,23.0,35.0,25.0
ERR4036240,other,2017,127,27.0,37.0,24.0
ERR4036483,other,2017,3246,27.0,32.0,22.0
ERR4036487,other,2017,10227,22.0,26.0,22.0
ERR4036500,other,2017,95,25.0,33.0,23.0
ERR4036515,other,2017,69,24.0,24.0,24.0
ERR4036519,other,2017,127,26.0,30.0,21.0
ERR4036244,other,2017,10211,25.0,30.0,23.0
ERR4036533,other,2017,1193,24.0,6.0,22.0
ERR4036248,other,2017,73,25.0,20.0,17.0
ERR4036565,other,2017,973,25.0,27.0,22.0
ERR4036580,other,2017,131-A,13.0,26.0,6.0
ERR4036584,other,2017,95,23.0,36.0,23.0
ERR4036588,other,2017,2619,27.0,35.0,24.0
ERR4036589,other,2017,73,26.0,31.0,23.0
ERR4036593,other,2017,69,25.0,23.0,21.0
ERR4036597,other,2017,12,22.0,32.0,24.0
ERR4036266,other,2017,10295,25.0,30.0,22.0
ERR4036270,other,2017,4038,25.0,30.0,22.0
ERR4036272,other,2017,58,24.0,22.0,23.0
ERR4036276,other,2017,127,27.0,34.0,22.0
ERR4036280,other,2017,1159,22.0,35.0,25.0
ERR4036298,other,2017,73,25.0,32.0,22.0
ERR4036302,other,2017,73,26.0,32.0,23.0
ERR4036304,other,2017,10,26.0,35.0,25.0
ERR4036306,other,2017,226,25.0,13.0,24.0
ERR4036308,other,2017,95,28.0,37.0,23.0
ERR4036312,other,2017,95,26.0,35.0,24.0
ERR4036661,other,2017,1643,26.0,35.0,20.0
ERR4036775,other,2017,393,28.0,34.0,21.0
ERR4036776,other,2017,696,28.0,38.0,23.0
ERR4036779,other,2017,141,24.0,32.0,19.0
ERR4036782,other,2017,88,26.0,32.0,20.0
ERR4036807,other,2017,95,26.0,35.0,20.0
ERR4036811,other,2017,23,27.0,32.0,20.0
ERR4036812,other,2017,95,25.0,33.0,20.0
ERR4036839,other,2017,69,28.0,33.0,20.0
ERR4036842,other,2017,404,28.0,36.0,21.0
ERR4036843,other,2017,58,28.0,30.0,20.0
ERR4036844,other,2017,409,28.0,33.0,24.0
ERR4036871,other,2017,-1218,27.0,36.0,21.0
ERR4036872,other,2017,127,27.0,34.0,19.0
ERR4036875,other,2017,345,26.0,28.0,19.0
ERR4036878,other,2017,141,26.0,35.0,21.0
ERR4036907,other,2017,131-A,26.0,25.0,20.0
ERR4036925,other,2017,131-B,30.0,32.0,24.0
ERR4036958,other,2017,111,29.0,32.0,24.0
ERR4036682,other,2017,1161,26.0,30.0,20.0
ERR4036988,other,2017,141,30.0,36.0,25.0
ERR4036686,other,2017,12,27.0,35.0,20.0
ERR4037020,other,2017,69,29.0,33.0,25.0
ERR4036688,other,2017,2279-B,25.0,30.0,20.0
ERR4036690,other,2017,162,26.0,12.0,20.0
ERR4036692,other,2017,69,28.0,33.0,20.0
ERR4036714,other,2017,141,26.0,33.0,20.0
ERR4036715,other,2017,69,26.0,36.0,6.0
ERR4036716,other,2017,73,25.0,31.0,19.0
ERR4036723,other,2017,127,28.0,36.0,22.0
ERR4036659,other,2017,73,29.0,32.0,18.0
ERR4036660,other,2017,141,28.0,33.0,20.0
ERR4036743,other,2017,95,26.0,38.0,21.0
ERR4036744,other,2017,95,6.0,34.0,6.0
ERR4036747,other,2017,14,27.0,32.0,20.0
ERR4036750,other,2017,69,27.0,26.0,20.0
ERR4037133,other,2017,95,26.0,33.0,24.0
ERR4037143,other,2017,73,29.0,30.0,23.0
ERR4037147,other,2017,127,30.0,30.0,22.0
ERR4037166,other,2017,131-B,25.0,33.0,8.0
ERR4037176,other,2017,12,29.0,38.0,24.0
ERR4037182,other,2017,12,28.0,35.0,24.0
ERR4037196,other,2017,2425,24.0,31.0,24.0
ERR4037207,other,2017,73,28.0,34.0,23.0
ERR4037211,other,2017,69,26.0,30.0,24.0
ERR4037228,other,2017,155,26.0,6.0,7.0
ERR4037051,other,2017,131-A,29.0,32.0,25.0
ERR4037240,other,2017,95,30.0,32.0,24.0
ERR4037257,other,2017,3057,25.0,30.0,24.0
ERR4037273,other,2017,73,29.0,35.0,23.0
ERR4037293,other,2017,181,29.0,30.0,24.0
ERR4037308,other,2017,131-B,26.0,32.0,23.0
ERR4037324,other,2017,73,26.0,34.0,23.0
ERR4037341,other,2017,416,28.0,37.0,24.0
ERR4037356,other,2017,2531,27.0,30.0,23.0
ERR4037372,other,2017,12,24.0,31.0,20.0
ERR4037390,other,2017,14,25.0,32.0,23.0
ERR4037405,other,2017,155,27.0,34.0,25.0
ERR4037069,other,2017,404,27.0,33.0,23.0
ERR4037084,other,2017,69,30.0,37.0,23.0
ERR4037036,other,2017,38,17.0,31.0,25.0
ERR4037100,other,2017,58,25.0,24.0,24.0
ERR4037118,other,2017,95,24.0,32.0,21.0
ERR4037416,other,2017,131-B,25.0,22.0,6.0
ERR4034160,other,2016,58,25.0,30.0,24.0
ERR4034245,other,2016,95,21.0,32.0,18.0
ERR4034284,other,2016,95,26.0,32.0,20.0
ERR4034287,other,2016,372,26.0,32.0,20.0
ERR4034290,other,2016,69,27.0,33.0,20.0
ERR4034316,other,2016,95,26.0,31.0,25.0
ERR4034668,other,2016,12,26.0,33.0,23.0
ERR4034349,other,2016,69,27.0,33.0,24.0
ERR4034786,other,2016,59,27.0,32.0,23.0
ERR4034788,other,2016,69,28.0,33.0,21.0
ERR4034791,other,2016,12,24.0,36.0,18.0
ERR4034792,other,2016,69,25.0,31.0,19.0
ERR4034796,other,2016,685,27.0,33.0,20.0
ERR4034694,other,2016,968,29.0,33.0,20.0
ERR4034818,other,2016,372,29.0,40.0,23.0
ERR4034820,other,2016,12,27.0,29.0,21.0
ERR4034823,other,2016,73,26.0,30.0,18.0
ERR4034824,other,2016,141,27.0,32.0,21.0
ERR4034828,other,2016,69,28.0,31.0,21.0
ERR4034697,other,2016,117,25.0,31.0,18.0
ERR4034698,other,2016,144,29.0,32.0,20.0
ERR4034850,other,2016,69,25.0,28.0,6.0
ERR4034852,131-C,2016,131-C2,6.0,6.0,6.0
ERR4034855,other,2016,567,26.0,32.0,21.0
ERR4034856,other,2016,69,26.0,32.0,20.0
ERR4034860,other,2016,141,25.0,31.0,18.0
ERR4034879,other,2016,69,15.0,38.0,24.0
ERR4034702,other,2016,12,25.0,29.0,21.0
ERR4034885,other,2016,537,29.0,36.0,21.0
ERR4034888,other,2016,10,24.0,31.0,18.0
ERR4034889,other,2016,73,27.0,30.0,20.0
ERR4034893,other,2016,69,27.0,33.0,21.0
ERR4034917,other,2016,95,27.0,38.0,22.0
ERR4034920,other,2016,224,22.0,6.0,21.0
ERR4034921,other,2016,127,29.0,31.0,21.0
ERR4034925,other,2016,131-B,28.0,31.0,20.0
ERR4034949,other,2016,73,26.0,36.0,20.0
ERR4034952,other,2016,1170,24.0,32.0,22.0
ERR4034953,other,2016,59,28.0,34.0,22.0
ERR4034956,other,2016,362,26.0,31.0,19.0
ERR4034957,other,2016,69,29.0,34.0,20.0
ERR4034968,other,2016,95,27.0,31.0,20.0
ERR4034972,other,2016,10287,25.0,25.0,21.0
ERR4034979,other,2016,117,25.0,25.0,24.0
ERR4034982,other,2016,101,28.0,38.0,21.0
ERR4034986,other,2016,62,27.0,32.0,20.0
ERR4034989,other,2016,12,24.0,31.0,19.0
ERR4034990,other,2016,69,27.0,34.0,20.0
ERR4035000,other,2016,641,26.0,34.0,21.0
ERR4035004,131-C,2016,131-C1,22.0,6.0,6.0
ERR4035011,other,2016,357,28.0,37.0,24.0
ERR4035017,131-C,2016,131-C2,25.0,6.0,18.0
ERR4035032,other,2016,131-A,25.0,24.0,6.0
ERR4035036,other,2016,1193,27.0,6.0,6.0
ERR4035039,other,2016,95,28.0,39.0,25.0
ERR4035050,other,2016,69,24.0,28.0,19.0
ERR4034720,other,2016,73,25.0,39.0,23.0
ERR4035065,other,2016,95,28.0,34.0,22.0
ERR4034726,other,2016,73,29.0,32.0,21.0
ERR4034729,other,2016,28,28.0,34.0,20.0
ERR4034730,other,2016,73,25.0,30.0,20.0
ERR4034734,other,2016,131-A,26.0,27.0,20.0
ERR4034688,other,2016,73,26.0,38.0,23.0
ERR4034752,other,2016,646,28.0,37.0,24.0
ERR4034755,other,2016,1684,14.0,28.0,21.0
ERR4034759,131-C,2016,131-C1,11.0,6.0,6.0
ERR4034762,other,2016,141,24.0,30.0,18.0
ERR4034763,other,2016,421,27.0,36.0,20.0
ERR4035166,other,2016,1441,26.0,32.0,19.0
ERR4035173,other,2016,73,26.0,31.0,22.0
ERR4035177,other,2016,73,26.0,35.0,23.0
ERR4035195,other,2016,141,29.0,33.0,21.0
ERR4035199,other,2016,127,29.0,33.0,20.0
ERR4035202,other,2016,69,25.0,28.0,22.0
ERR4035081,other,2016,69,16.0,27.0,20.0
ERR4035228,other,2016,131-A,25.0,26.0,20.0
ERR4035232,other,2016,131-A,26.0,31.0,21.0
ERR4035235,other,2016,73,26.0,32.0,21.0
ERR4035085,other,2016,538,25.0,22.0,19.0
ERR4035260,other,2016,3203,28.0,33.0,23.0
ERR4035263,other,2016,95,27.0,37.0,22.0
ERR4035264,other,2016,69,25.0,31.0,20.0
ERR4035292,other,2016,88,23.0,25.0,19.0
ERR4035089,other,2016,1444,24.0,31.0,19.0
ERR4035296,other,2016,69,26.0,24.0,21.0
ERR4035297,other,2016,131-B,26.0,25.0,20.0
ERR4035317,other,2016,69,25.0,33.0,24.0
ERR4035321,other,2016,73,27.0,32.0,19.0
ERR4035325,other,2016,131-B,26.0,31.0,20.0
ERR4035329,131-C,2016,131-C1,26.0,6.0,20.0
ERR4035349,other,2016,10234,25.0,32.0,24.0
ERR4035353,other,2016,7627,24.0,29.0,19.0
ERR4035357,other,2016,1170,24.0,31.0,20.0
ERR4035361,other,2016,998,23.0,31.0,20.0
ERR4035385,other,2016,12,24.0,31.0,18.0
ERR4035386,other,2016,162,24.0,29.0,19.0
ERR4035390,other,2016,1086,26.0,27.0,20.0
ERR4035109,131-C,2016,131-C1,17.0,6.0,19.0
ERR4035112,other,2016,73,22.0,28.0,19.0
ERR4035113,other,2016,12,27.0,32.0,21.0
ERR4035138,other,2016,73,25.0,35.0,20.0
ERR4035141,other,2016,10,34.0,40.0,28.0
ERR4035142,other,2016,73,26.0,25.0,21.0
ERR4035145,other,2016,95,27.0,37.0,21.0
ERR4035162,other,2016,73,26.0,36.0,21.0
ERR4035560,other,2016,69,24.0,30.0,22.0
ERR4035561,other,2016,73,24.0,31.0,20.0
ERR4035565,other,2016,421,22.0,27.0,16.0
ERR4035569,131-C,2016,131-C1,24.0,6.0,19.0
ERR4035572,other,2016,95,30.0,30.0,26.0
ERR4035458,other,2016,12,25.0,25.0,25.0
ERR4035576,other,2016,404,28.0,36.0,24.0
ERR4035590,other,2016,69,25.0,30.0,21.0
ERR4035593,other,2016,372,27.0,31.0,24.0
ERR4035594,other,2016,1236,23.0,30.0,21.0
ERR4035598,other,2016,95,25.0,31.0,19.0
ERR4035600,131-C,2016,131-C1,27.0,6.0,24.0
ERR4035604,other,2016,996,30.0,40.0,26.0
ERR4035618,131-C,2016,131-C2,12.0,6.0,6.0
ERR4035622,other,2016,69,24.0,33.0,18.0
ERR4035463,other,2016,218,27.0,30.0,24.0
ERR4035625,other,2016,73,28.0,42.0,23.0
ERR4035626,other,2016,95,24.0,30.0,21.0
ERR4035628,other,2016,69,27.0,32.0,24.0
ERR4035464,other,2016,405,25.0,31.0,19.0
ERR4035650,other,2016,919,24.0,28.0,19.0
ERR4035654,other,2016,10,26.0,32.0,20.0
ERR4035656,other,2016,69,25.0,30.0,22.0
ERR4035657,other,2016,141,26.0,33.0,23.0
ERR4035659,other,2016,1115,25.0,32.0,20.0
ERR4035661,other,2016,69,26.0,25.0,6.0
ERR4035468,other,2016,538,22.0,28.0,18.0
ERR4035683,other,2016,88,22.0,28.0,20.0
ERR4035686,other,2016,69,28.0,33.0,22.0
ERR4035687,other,2016,1193,25.0,6.0,19.0
ERR4035689,other,2016,58,27.0,31.0,23.0
ERR4035691,other,2016,127,26.0,30.0,19.0
ERR4035693,other,2016,83,24.0,31.0,23.0
ERR4035707,131-C,2016,131-C1,9.0,6.0,6.0
ERR4035713,other,2016,73,27.0,32.0,23.0
ERR4035472,other,2016,141,25.0,29.0,19.0
ERR4035715,other,2016,405,26.0,32.0,20.0
ERR4035717,other,2016,73,28.0,33.0,6.0
ERR4035718,other,2016,73,26.0,36.0,23.0
ERR4035719,other,2016,12,25.0,32.0,20.0
ERR4035723,other,2016,783,24.0,30.0,19.0
ERR4035739,other,2016,141,28.0,34.0,21.0
ERR4035745,other,2016,73,26.0,27.0,24.0
ERR4035747,other,2016,141,25.0,30.0,19.0
ERR4035749,other,2016,95,27.0,31.0,25.0
ERR4035751,other,2016,12,30.0,36.0,25.0
ERR4035772,other,2016,73,29.0,34.0,22.0
ERR4035774,other,2016,73,27.0,34.0,23.0
ERR4035776,other,2016,409,28.0,32.0,21.0
ERR4035778,other,2016,95,27.0,33.0,23.0
ERR4035780,other,2016,28,27.0,32.0,21.0
ERR4035782,other,2016,73,25.0,25.0,24.0
ERR4035784,131-C,2016,131-C1,14.0,6.0,20.0
ERR4035786,other,2016,372,29.0,39.0,26.0
ERR4035788,other,2016,141,26.0,41.0,21.0
ERR4035791,other,2016,80,22.0,32.0,19.0
ERR4035795,other,2016,88,24.0,28.0,18.0
ERR4035799,other,2016,80,26.0,32.0,18.0
ERR4035808,other,2016,69,26.0,32.0,20.0
ERR4035812,other,2016,95,28.0,13.0,21.0
ERR4035814,other,2016,95,28.0,32.0,23.0
ERR4035816,131-C,2016,131-C1,12.0,6.0,6.0
ERR4035823,other,2016,69,25.0,30.0,19.0
ERR4035827,other,2016,73,25.0,30.0,19.0
ERR4035486,other,2016,10,34.0,40.0,22.0
ERR4035495,other,2016,101,26.0,36.0,26.0
